recommendation_id,device_id,case_id,if_approved_threat_contained,if_approved_device_isolated,if_approved_user_impact,if_dismissed_malware_spread,if_dismissed_security_risk,if_dismissed_business_impact
REC-0941,DEV-0176,CASE-0941,Threat contained and lateral movement prevented,DEV-0176-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to IT Operations workflows if threat is real
REC-0942,DEV-0119,CASE-0942,Threat contained and lateral movement prevented,DEV-0119-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Executive Office workflows if threat is real
REC-0943,DEV-0240,CASE-0943,Threat contained and lateral movement prevented,DEV-0240-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Finance workflows if threat is real
REC-0944,DEV-0024,CASE-0944,Threat contained and lateral movement prevented,DEV-0024-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Finance workflows if threat is real
REC-0945,DEV-0023,CASE-0945,Threat contained and lateral movement prevented,DEV-0023-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Sales workflows if threat is real
REC-0946,DEV-0178,CASE-0946,Threat contained and lateral movement prevented,DEV-0178-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Sales workflows if threat is real
REC-0947,DEV-0211,CASE-0947,Threat contained and lateral movement prevented,DEV-0211-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Legal workflows if threat is real
REC-0948,DEV-0036,CASE-0948,Threat contained and lateral movement prevented,DEV-0036-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Finance workflows if threat is real
REC-0949,DEV-0053,CASE-0949,Threat contained and lateral movement prevented,DEV-0053-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Engineering workflows if threat is real
REC-0950,DEV-0115,CASE-0950,Threat contained and lateral movement prevented,DEV-0115-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Engineering workflows if threat is real
REC-0951,DEV-0100,CASE-0951,Threat contained and lateral movement prevented,DEV-0100-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0952,DEV-0245,CASE-0952,Threat contained and lateral movement prevented,DEV-0245-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0953,DEV-0141,CASE-0953,Threat contained and lateral movement prevented,DEV-0141-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Sales workflows if threat is real
REC-0954,DEV-0038,CASE-0954,Threat contained and lateral movement prevented,DEV-0038-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Engineering workflows if threat is real
REC-0955,DEV-0072,CASE-0955,Threat contained and lateral movement prevented,DEV-0072-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Engineering workflows if threat is real
REC-0956,DEV-0136,CASE-0956,Threat contained and lateral movement prevented,DEV-0136-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to IT Operations workflows if threat is real
REC-0957,DEV-0248,CASE-0957,Threat contained and lateral movement prevented,DEV-0248-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to IT Operations workflows if threat is real
REC-0958,DEV-0113,CASE-0958,Threat contained and lateral movement prevented,DEV-0113-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Executive Office workflows if threat is real
